字词,拼音
"引火","yǐn huǒ"
"引火柴","yǐn huǒ chái"
"引火点","yǐn huǒ diǎn"
"引火烧身","yǐn huǒ shāo shēn"
"引火物","yǐn huǒ wù"
"引火线","yǐn huǒ xiàn"
"引汲","yǐn jí"
"引疾","yǐn jí"
"引籍","yǐn jí"
"引见","yǐn jiàn"
"引荐","yǐn jiàn"
"引鉴","yǐn jiàn"
"引椒","yǐn jiāo"
"引缴","yǐn jiǎo"
"引接","yǐn jiē"
"引节","yǐn jié"
"引结","yǐn jié"
"引进","yǐn jìn"
"引进使","yǐn jìn shǐ"
"引经","yǐn jīnɡ"
"引经据典","yǐn jīnɡ jù diǎn"
"引经据古","yǐn jīnɡ jù ɡǔ"
"引颈","yǐn jǐnɡ"
"引镜","yǐn jìnɡ"
"引久","yǐn jiǔ"
"引酒","yǐn jiǔ"
"引咎","yǐn jiù"
"引咎责躬","yǐn jiù zé ɡōnɡ"
"引咎自责","yǐn jiù zì zé"
"引裾","yǐn jū"
"引据","yǐn jù"
"引决","yǐn jué"
"引诀","yǐn jué"
"引军","yǐn jūn"
"引考","yǐn kǎo"
"引课","yǐn kè"
"引吭","yǐn kēnɡ"
"引吭高歌","yǐn kēnɡ ɡāo ɡē"
"引控","yǐn kònɡ"
"引口醪","yǐn kǒu láo"
"引扣","yǐn kòu"
"引狼拒虎","yǐn lánɡ jù hǔ"
"引狼入室","yǐn lánɡ rù shì"
"引狼自卫","yǐn lánɡ zì wèi"
"引老","yǐn lǎo"
"引类","yǐn lèi"
"引类呼朋","yǐn lèi hū pénɡ"
"引礼","yǐn lǐ"
"引力","yǐn lì"
"引力场","yǐn lì chǎnɡ"
"引力势能","yǐn lì shì nénɡ"
"引力透镜","yǐn lì tòu jìnɡ"
"引例","yǐn lì"
"引领","yǐn lǐnɡ"
"引流","yǐn liú"
"引龙直","yǐn lónɡ zhí"
"引路","yǐn lù"
"引律比附","yǐn lǜ bǐ fù"
"引虑","yǐn lǜ"
"引繂","yǐn lǜ"
"引滦入津工程","yǐn luán rù jīn ɡōnɡ chénɡ"
"引马","yǐn mǎ"
"引迈","yǐn mài"
"引满","yǐn mǎn"
"引命","yǐn mìnɡ"
"引墨","yǐn mò"
"引目","yǐn mù"
"引纳","yǐn nà"
"引匿","yǐn nì"
"引年","yǐn nián"
"引鸟","yǐn niǎo"
"引辔","yǐn pèi"
"引譬","yǐn pì"
"引票","yǐn piào"
"引起","yǐn qǐ"
"引气","yǐn qì"
"引牵","yǐn qiān"
"引愆","yǐn qiān"
"引强","yǐn qiánɡ"
"引桥","yǐn qiáo"
"引擎","yǐn qínɡ"
"引磬","yǐn qìnɡ"
"引去","yǐn qù"
"引却","yǐn què"
"以古制今","yǐ ɡǔ zhì jīn"
"以骨去蚁","yǐ ɡǔ qù yǐ"
"以瞽引瞽","yǐ ɡǔ yǐn ɡǔ"
"以故","yǐ ɡù"
"以观后效","yǐ ɡuān hòu xiào"
"以管窥豹","yǐ ɡuǎn kuī bào"
"以管窥天","yǐ ɡuǎn kuī tiān"
"以规为瑱","yǐ ɡuī wéi "
"以荷析薪","yǐ hé xī xīn"
"以黑为白","yǐ hēi wéi bái"
"以后","yǐ hòu"
"以华制华","yǐ huá zhì huá"
"以还","yǐ hái"
"以毁为罚","yǐ huǐ wéi fá"
"以火救火","yǐ huǒ jiù huǒ"
"以火去蛾","yǐ huǒ qù é"
"以火止沸","yǐ huǒ zhǐ fèi"
"以及","yǐ jí"
"以己度人","yǐ jǐ dù rén"
"以己之心，度人之腹","yǐ jǐ zhī xīn  dù rén zhī fù"
"以己之心，度人之心","yǐ jǐ zhī xīn  dù rén zhī xīn"
"以计代战","yǐ jì dài zhàn"
"以假乱真","yǐ jiǎ luàn zhēn"
"以煎止燔","yǐ jiān zhǐ fán"
"以贱雪贵","yǐ jiàn xuě ɡuì"
"以降","yǐ jiànɡ"
"以胶投漆","yǐ jiāo tóu qī"
"以儆效尤","yǐ jǐnɡ xiào yóu"
"以渴服马","yǐ kě fú mǎ"
"以口问心","yǐ kǒu wèn xīn"
"以快先睹","yǐ kuài xiān dǔ"
"以来","yǐ lái"
"以老卖老","yǐ lǎo mài lǎo"
"以类相从","yǐ lèi xiānɡ cónɡ"
"以狸饵鼠","yǐ lí ěr shǔ"
"以狸至鼠","yǐ lí zhì shǔ"
"以蠡测海","yǐ lí cè hǎi"
"以礼相待","yǐ lǐ xiānɡ dài"
"以理服人","yǐ lǐ fú rén"
"以理去官","yǐ lǐ qù ɡuān"
"以力服人","yǐ lì fú rén"
"以利累形","yǐ lì lèi xínɡ"
"以邻为壑","yǐ lín wéi hè"
"以鹿为马","yǐ lù wéi mǎ"
"以卵敌石","yǐ luǎn dí shí"
"以卵击石","yǐ luǎn jī shí"
"以卵投石","yǐ luǎn tóu shí"
"以毛相马","yǐ máo xiānɡ mǎ"
"以貌取人","yǐ mào qǔ rén"
"以免","yǐ miǎn"
"以沫相濡","yǐ mò xiānɡ rú"
"以内","yǐ nèi"
"以偏概全","yǐ piān ɡài quán"
"以期","yǐ qī"
"以其昏昏，使人昭昭","yǐ qí hūn hūn  shǐ rén zhāo zhāo"
"以前","yǐ qián"
"以亲为解","yǐ qīn wéi jiě"
"以勤补拙","yǐ qín bǔ zhuō"
"以去","yǐ qù"
"以权达变","yǐ quán dá biàn"
"以人废言","yǐ rén fèi yán"
"以人为鉴","yǐ rén wéi jiàn"
"以人为镜","yǐ rén wéi jìnɡ"
"以人择官","yǐ rén zé ɡuān"
"以忍为阍","yǐ rěn wéi hūn"
"以日继夜","yǐ rì jì yè"
"以日易月","yǐ rì yì yuè"
"以容取人","yǐ rónɡ qǔ rén"
"以肉啖虎","yǐ ròu dàn hǔ"
"以肉驱蝇","yǐ ròu qū yínɡ"
"以肉去蚁","yǐ ròu qù yǐ"
"以肉餧虎","yǐ ròu  hǔ"
"以杀去杀","yǐ shā qù shā"
"以上","yǐ shànɡ"
"以身试法","yǐ shēn shì fǎ"
"以身许国","yǐ shēn xǔ ɡuó"
"以身殉职","yǐ shēn xùn zhí"
"以身作则","yǐ shēn zuò zé"
"以慎为键","yǐ shèn wéi jiàn"
"以升量石","yǐ shēnɡ liànɡ shí"
"以石投卵","yǐ shí tóu luǎn"
"以石投水","yǐ shí tóu shuǐ"
"以时","yǐ shí"
"以是","yǐ shì"
"以手加额","yǐ shǒu jiā é"
"以守为攻","yǐ shǒu wéi ɡōnɡ"
"以售其奸","yǐ shòu qí jiān"
"以书为御","yǐ shū wéi yù"
"以叔援嫂","yǐ shū yuán sǎo"
"以疏间亲","yǐ shū jiān qīn"
"以水济水","yǐ shuǐ jì shuǐ"
"以水救水","yǐ shuǐ jiù shuǐ"
"以水投石","yǐ shuǐ tóu shí"
"以水投水","yǐ shuǐ tóu shuǐ"
"以水洗血","yǐ shuǐ xǐ xuè"
"以私废公","yǐ sī fèi ɡōnɡ"
"以私害公","yǐ sī hài ɡōnɡ"
"以索续组","yǐ suǒ xù zǔ"
"以太","yǐ tài"
"以汤沃沸","yǐ tānɡ wò fèi"
"以汤沃雪","yǐ tānɡ wò xuě"
"以汤止沸","yǐ tānɡ zhǐ fèi"
"以螳当车","yǐ tánɡ dānɡ chē"
"以桃代李","yǐ táo dài lǐ"
"以天下为己任","yǐ tiān xià wéi jǐ rèn"
"以莛叩钟","yǐ tínɡ kòu zhōnɡ"
"以莛扣钟","yǐ tínɡ kòu zhōnɡ"
"以莛撞钟","yǐ tínɡ zhuànɡ zhōnɡ"
"以筳撞钟","yǐ tínɡ zhuànɡ zhōnɡ"
"以退为进","yǐ tuì wéi jìn"
"以外","yǐ wài"
"以往","yǐ wǎnɡ"
"以微知着","yǐ wēi zhī zhe"
"以为","yǐ wéi"
"以为后图","yǐ wéi hòu tú"
"以伪乱真","yǐ wěi luàn zhēn"
"以谓","yǐ wèi"
"以文害辞","yǐ wén hài cí"
"以文会友","yǐ wén huì yǒu"
"以文为诗","yǐ wén wéi shī"
"以郄视文","yǐ qiè shì wén"
"以下","yǐ xià"
"以先","yǐ xiān"
"以小人之心，度君子之腹","yǐ xiǎo rén zhī xīn  dù jūn zǐ zhī fù"
"以心传心","yǐ xīn chuán xīn"
"以心问心","yǐ xīn wèn xīn"
"以刑去刑","yǐ xínɡ qù xínɡ"
"以刑止刑","yǐ xínɡ zhǐ xínɡ"
"以刑致刑","yǐ xínɡ zhì xínɡ"
"以学愈愚","yǐ xué yù yú"
"以血洗血","yǐ xuè xǐ xuè"
"以言举人","yǐ yán jǔ rén"
"以言取人","yǐ yán qǔ rén"
"以言为讳","yǐ yán wéi huì"
"以言徇物","yǐ yán xùn wù"
"以眼还眼，以牙还牙","yǐ yǎn hái yǎn  yǐ yá hái yá"
"以羊易牛","yǐ yánɡ yì niú"
"以养伤身","yǐ yǎnɡ shānɡ shēn"
"以噎废飡","yǐ yē fèi cān"
"以夜继朝","yǐ yè jì cháo"
"以夜继日","yǐ yè jì rì"
"以夜继昼","yǐ yè jì zhòu"
"以夜续昼","yǐ yè xù zhòu"
"以一持万","yǐ yī chí wàn"
"以一当十","yǐ yī dānɡ shí"
"以一奉百","yǐ yī fènɡ bǎi"
"以一儆百","yǐ yī jǐnɡ bǎi"
"以一警百","yǐ yī jǐnɡ bǎi"
"以夷伐夷","yǐ yí fá yí"
"以夷攻夷","yǐ yí ɡōnɡ yí"
"以夷制夷","yǐ yí zhì yí"
"以疑决疑","yǐ yí jué yí"
"以义断恩","yǐ yì duàn ēn"
"以义割恩","yǐ yì ɡē ēn"
"以佚待劳","yǐ yì dài láo"
"以逸待劳","yǐ yì dài láo"
"以逸击劳","yǐ yì jī láo"
"以意逆志","yǐ yì nì zhì"
"以意为之","yǐ yì wéi zhī"
"以意为主","yǐ yì wéi zhǔ"
"诱聚","yòu jù"
"诱谲","yòu jué"
"诱口","yòu kǒu"
"诱诓","yòu kuānɡ"
"诱类","yòu lèi"
"诱力","yòu lì"
"诱励","yòu lì"
"诱赂","yòu lù"
"诱率","yòu lǜ"
"诱略","yòu lüè"
"诱买","yòu mǎi"
"诱媚","yòu mèi"
"诱慕","yòu mù"
"诱纳","yòu nà"
"诱骗","yòu piàn"
"诱迫","yòu pò"
"诱骑","yòu qí"
"诱愒","yòu "
"诱巧","yòu qiǎo"
"诱秦诓楚","yòu qín kuānɡ chǔ"
"诱诎","yòu qū"
"诱劝","yòu quàn"
"诱人","yòu rén"
"诱杀","yòu shā"
"诱煽","yòu shān"
"诱善","yòu shàn"
"诱射","yòu shè"
"诱受","yòu shòu"
"诱说","yòu shuō"
"诱逃","yòu táo"
"诱慰","yòu wèi"
"诱袭","yòu xí"
"诱憙","yòu xǐ"
"诱狎","yòu xiá"
"诱吓","yòu xià"
"诱陷","yòu xiàn"
"诱胁","yòu xié"
"诱訹","yòu xù"
"诱训","yòu xùn"
"诱养","yòu yǎnɡ"
"诱掖","yòu yè"
"诱掖奬劝","yòu yè jiǎnɡ quàn"
"诱益","yòu yì"
"诱翼","yòu yì"
"诱因","yòu yīn"
"诱引","yòu yǐn"
"诱谕","yòu yù"
"诱喻","yòu yù"
"诱扎","yòu zhā"
"诱召","yòu zhào"
"诱致","yòu zhì"
"诱衷","yòu zhōnɡ"
"唀啦","yòu lā"
"梎柌"," cí"
"蚴虬","yòu qiú"
"蚴蜕","yòu tuì"
"蚴蟳","yòu xún"
"釉里红","yòu lǐ hónɡ"
"釉陶","yòu táo"
"釉质","yòu zhì"
"鼬鼠","yòu shǔ"
"纡迟","yū chí"
"纡错","yū cuò"
"纡道","yū dào"
"纡绂","yū fú"
"纡絗","yū hú"
"纡徊","yū huái"
"纡缓","yū huǎn"
"纡回","yū huí"
"纡洄","yū huí"
"纡驾","yū jià"
"纡结","yū jié"
"纡金曳紫","yū jīn yè zǐ"
"纡谲","yū jué"
"纡佩金紫","yū pèi jīn zǐ"
"纡辔","yū pèi"
"纡青","yū qīnɡ"
"纡青佩紫","yū qīnɡ pèi zǐ"
"纡青拖紫","yū qīnɡ tuō zǐ"
"纡曲","yū qǔ"
"纡绕","yū rào"
"纡身","yū shēn"
"纡险","yū xiǎn"
"纡行","yū xínɡ"
"纡徐","yū xú"
"纡意","yū yì"
"纡萦","yū yínɡ"
"纡余","yū yú"
"纡郁","yū yù"
"纡折","yū shé"
"纡轸","yū zhěn"
"纡直","yū zhí"
"纡朱怀金","yū zhū huái jīn"
"纡朱拖紫","yū zhū tuō zǐ"
"纡朱曳紫","yū zhū yè zǐ"
"纡紫","yū zǐ"
"纡组","yū zǔ"
"纡尊","yū zūn"
"纡尊降贵","yū zūn jiànɡ ɡuì"
"迂傲","yū ào"
"迂板","yū bǎn"
"迂蔽","yū bì"
"迂薄","yū báo"
"迂步","yū bù"
"迂才","yū cái"
"迂大","yū dà"
"迂呆","yū dāi"
"迂诞","yū dàn"
"迂道","yū dào"
"迂钝","yū dùn"
"迂夫","yū fū"
"迂夫子","yū fū zǐ"
"迂怪","yū ɡuài"
"迂合","yū hé"
"迂弘","yū hónɡ"
"迂缓","yū huǎn"
"迂回","yū huí"
"迂晦","yū huì"
"迂惑","yū huò"
"迂驾","yū jià"
"迂见","yū jiàn"
"迂结","yū jié"
"迂介","yū jiè"
"迂谨","yū jǐn"
"迂久","yū jiǔ"
"迂拘","yū jū"
"迂刻","yū kè"
"迂狂","yū kuánɡ"
"迂戾","yū lì"
"迂陋","yū lòu"
"迂路","yū lù"
"迂昧","yū mèi"
"迂邈","yū miǎo"
"迂谬","yū miù"
"迂磨","yū mó"
"迂末","yū mò"
"迂囊","yū nánɡ"
"迂讷","yū nè"
"迂泥","yū ní"
"迂癖","yū pǐ"
"迂僻","yū pì"
"迂气","yū qì"
"迂浅","yū qiǎn"
"迂曲","yū qǔ"
"迂屈","yū qū"
"迂绕","yū rào"
"迂儒","yū rú"
"迂弱","yū ruò"
"迂散","yū sàn"
"迂深","yū shēn"
"迂生","yū shēnɡ"
"迂士","yū shì"
"迂疏","yū shū"
"迂叟","yū sǒu"
"迂邃","yū suì"
"迂谈","yū tán"
"迂涂","yū tú"
"迂途","yū tú"
"迂退","yū tuì"
"迂妄","yū wànɡ"
"源氏物语","yuán shì wù yǔ"
"源统","yuán tǒnɡ"
"源头","yuán tóu"
"源委","yuán wěi"
"源绪","yuán xù"
"源由","yuán yóu"
"源渊","yuán yuān"
"源源本本","yuán yuán běn běn"
"源远流长","yuán yuǎn liú chánɡ"
"源沼","yuán zhǎo"
"猿扳蛇折","yuán bān shé shé"
"猿臂","yuán bì"
"猿藏","yuán cánɡ"
"猿愁","yuán chóu"
"猿父","yuán fù"
"猿公","yuán ɡōnɡ"
"猿肱","yuán ɡōnɡ"
"猿鹤","yuán hè"
"猿鹤沙虫","yuán hè shā chónɡ"
"猿鹤羞","yuán hè xiū"
"猿猴","yuán hóu"
"猿猴献果","yuán hóu xiàn ɡuǒ"
"猿经鵤顾","yuán jīnɡ jiǎo ɡù"
"猿酒","yuán jiǔ"
"猿狙","yuán jū"
"猿马意","yuán mǎ yì"
"猿猱","yuán náo"
"猿骑","yuán qí"
"猿嗛","yuán "
"猿人","yuán rén"
"猿啼鹤唳","yuán tí hè lì"
"猿啼鹤怨","yuán tí hè yuàn"
"猿戏","yuán xì"
"猿心","yuán xīn"
"猿叶虫","yuán yè chónɡ"
"猿玴","yuán yì"
"猿吟","yuán yín"
"猿引","yuán yǐn"
"猿狖","yuán yòu"
"榬板","yuán bǎn"
"辕轭","yuán è"
"辕缚","yuán fù"
"辕驹","yuán jū"
"辕骡","yuán luó"
"辕马","yuán mǎ"
"辕门","yuán mén"
"辕门抄","yuán mén chāo"
"辕门鈇","yuán mén fū"
"辕期","yuán qī"
"辕骑","yuán qí"
"辕堂","yuán tánɡ"
"辕田","yuán tián"
"辕下","yuán xià"
"辕下驹","yuán xià jū"
"辕议","yuán yì"
"辕垣","yuán yuán"
"辕辙","yuán zhé"
"蝝蚳","yuān "
"蝝蝗","yuān huánɡ"
"蝝息","yuān xī"
"蝝蚁","yuān yǐ"
"蝝灾","yuān zāi"
"蝝菑","yuān zī"
"蝯眩","yuán xuàn"
"蝯狖","yuán yòu"
"蝯貁","yuán yòu"
"魭断"," duàn"
"圜抱","huán bào"
"圜狴","huán bì"
"圜陈","huán chén"
"圜焘","huán tāo"
"圜道","huán dào"
"圜堵","huán dǔ"
"圜法","huán fǎ"
"圜方","huán fānɡ"
"圜扉","huán fēi"
"圜府","huán fǔ"
"圜盖","huán ɡài"
"圜冠","huán ɡuàn"
"圜好","huán hǎo"
"圜壶","huán hú"
"圜货","huán huò"
"圜流","huán liú"
"圜率","huán lǜ"
"圜门","huán mén"
"圜魄","huán pò"
"圜钱","huán qián"
"圜墙","huán qiánɡ"
"圜丘","huán qiū"
"圜邱","huán qiū"
"圜阙","huán què"
"圜舍","huán shě"
"圜视","huán shì"
"圜室","huán shì"
"圜坛","huán tán"
"圜土","huán tǔ"
"圜围","huán wéi"
"圜宰","huán zǎi"
"圜凿方枘","huán záo fānɡ ruì"
"圜则","huán zé"
"圜钟","huán zhōnɡ"
"圜转","huán zhuǎn"
"螈蚕","yuán cán"
"謜謜","yuán yuán"
"邍湿","yuán shī"
"邍隰","yuán xí"
"鶢鶋","yuán jū"
"远奥","yuǎn ào"
"远邦","yuǎn bānɡ"
"远抱","yuǎn bào"
"远背","yuǎn bèi"
"远被","yuǎn bèi"
"远鄙","yuǎn bǐ"
"远边","yuǎn biān"
"远别","yuǎn bié"
"远播","yuǎn bō"
"远步","yuǎn bù"
"远操","yuǎn cāo"
"远岑","yuǎn cén"
"远畅","yuǎn chànɡ"
"远彻","yuǎn chè"
"远臣","yuǎn chén"
"远辰","yuǎn chén"
"远程","yuǎn chénɡ"
"远斥","yuǎn chì"
"远愁近虑","yuǎn chóu jìn lǜ"
"远筹","yuǎn chóu"
"远处","yuǎn chǔ"
"远垂不朽","yuǎn chuí bù xiǔ"
"远窜","yuǎn cuàn"
"远达","yuǎn dá"
"远打周遭","yuǎn dǎ zhōu zāo"
"远大","yuǎn dà"
"远代","yuǎn dài"
"远黛","yuǎn dài"
"远蹈","yuǎn dǎo"
"远到","yuǎn dào"
"远盗","yuǎn dào"
"远道","yuǎn dào"
"远德","yuǎn dé"
"远地","yuǎn dì"
"远东","yuǎn dōnɡ"
"远兜转","yuǎn dōu zhuǎn"
"远斗","yuǎn dòu"
"远度","yuǎn dù"
"远遁","yuǎn dùn"
"远恶","yuǎn è"
"远迩","yuǎn ěr"
"远藩","yuǎn fān"
"远蕃","yuǎn fān"
"远范","yuǎn fàn"
"远方","yuǎn fānɡ"
"远房","yuǎn fánɡ"
"远放","yuǎn fànɡ"
"远封","yuǎn fēnɡ"
"远孚","yuǎn fú"
"远服","yuǎn fú"
"远负","yuǎn fù"
"远概","yuǎn ɡài"
"远公","yuǎn ɡōnɡ"
"翳障","yì zhànɡ"
"翼膀","yì bǎnɡ"
"翼蔽","yì bì"
"翼侧","yì cè"
"翼成","yì chénɡ"
"翼从","yì cónɡ"
"翼存","yì cún"
"翼戴","yì dài"
"翼尔","yì ěr"
"翼冯","yì fénɡ"
"翼奉","yì fènɡ"
"翼扶","yì fú"
"翼辅","yì fǔ"
"翼鬲","yì ɡé"
"翼翮","yì hé"
"翼虎","yì hǔ"
"翼护","yì hù"
"翼夹","yì jiā"
"翼奬","yì jiǎnɡ"
"翼教","yì jiào"
"翼考","yì kǎo"
"翼坤","yì kūn"
"翼亮","yì liànɡ"
"翼列","yì liè"
"翼卵","yì luǎn"
"翼然","yì rán"
"翼日","yì rì"
"翼如","yì rú"
"翼善","yì shàn"
"翼善冠","yì shàn ɡuàn"
"翼室","yì shì"
"翼手目","yì shǒu mù"
"翼宿","yì xiǔ"
"翼瓦","yì wǎ"
"翼卫","yì wèi"
"翼宣","yì xuān"
"翼翼","yì yì"
"翼翼小心","yì yì xiǎo xīn"
"翼运","yì yùn"
"翼赞","yì zàn"
"翼张","yì zhānɡ"
"翼轸","yì zhěn"
"翼助","yì zhù"
"翼子","yì zǐ"
"翼佐","yì zuǒ"
"臆抱","yì bào"
"臆必","yì bì"
"臆辨","yì biàn"
"臆测","yì cè"
"臆出","yì chū"
"臆揣","yì chuāi"
"臆定","yì dìnɡ"
"臆度","yì dù"
"臆断","yì duàn"
"臆对","yì duì"
"臆改","yì ɡǎi"
"臆骨","yì ɡǔ"
"臆见","yì jiàn"
"臆决","yì jué"
"臆料","yì liào"
"臆判","yì pàn"
"臆肉","yì ròu"
"臆说","yì shuō"
"臆算","yì suàn"
"臆想","yì xiǎnɡ"
"臆中","yì zhōnɡ"
"臆撰","yì zhuàn"
"癔病","yì bìnɡ"
"鶂飞","yì fēi"
"鶂路","yì lù"
"鶂尾","yì wěi"
"鶂鶂","yì yì"
"瀷渕","yì yuān"
"蘙荟","yì huì"
"譯挨","yīnɡ āi"
"譯呼","yīnɡ hū"
"譯门","yīnɡ mén"
"譯门女","yīnɡ mén nǚ"
"醳兵","lǎn bīnɡ"
"醳酒","lǎn jiǔ"
"醳耒","lǎn lěi"
"醳然","lǎn rán"
"醳柹","lǎn "
"醳柿","lǎn shì"
"醳醳","lǎn lǎn"
"饐餲"," ài"
"饐热"," rè"
"饐死"," sǐ"
"鷊鷊","ju ju"
"懿濞","yì bì"
"懿纯","yì chún"
"懿德","yì dé"
"懿度","yì dù"
"懿范","yì fàn"
"懿恭","yì ɡōnɡ"
"懿共","yì ɡònɡ"
"懿贵","yì ɡuì"
"懿和","yì hé"
"懿徽","yì huī"
"懿绩","yì jì"
"懿筐","yì kuānɡ"
"懿茂","yì mào"
"懿美","yì měi"
"懿媺","yì měi"
"懿戚","yì qī"
"懿亲","yì qīn"
"懿柔","yì róu"
"懿邵","yì shào"
"懿识","yì shí"
"懿士","yì shì"
"懿淑","yì shū"
"懿烁","yì shuò"
"懿铄","yì shuò"
"懿望","yì wànɡ"
"懿伟","yì wěi"
"懿文","yì wén"
"懿行","yì xínɡ"
"懿义","yì yì"
"懿懿","yì yì"
"懿哲","yì zhé"
"懿旨","yì zhǐ"
"懿躅","yì zhú"
"鷾鸸","yì ér"
"鷾鸸巾","yì ér jīn"
"因报","yīn bào"
"因便","yīn biàn"
"因材施教","yīn cái shī jiào"
"因尘","yīn chén"
"因承","yīn chénɡ"
"因此","yīn cǐ"
"因此上","yīn cǐ shànɡ"
"因敌取资","yīn dí qǔ zī"
"因敌为资","yīn dí wéi zī"
"因地","yīn dì"
"因地制宜","yīn dì zhì yí"
"因而","yīn ér"
"因风吹火","yīn fēnɡ chuī huǒ"
"因附","yīn fù"
"因革","yīn ɡé"
"因公假私","yīn ɡōnɡ jiǎ sī"
"因公行私","yīn ɡōnɡ xínɡ sī"
"因国","yīn ɡuó"
"因果","yīn ɡuǒ"
"因果性","yīn ɡuǒ xìnɡ"
"因祸得福","yīn huò dé fú"
"因祸为福","yīn huò wéi fú"
"因间","yīn jiān"
"因监","yīn jiān"
"因藉","yīn jiè"
"因利乘便","yīn lì chénɡ biàn"
"因陋就寡","yīn lòu jiù ɡuǎ"
"因明","yīn mínɡ"
"因明论","yīn mínɡ lùn"
"因母","yīn mǔ"
"因难见巧","yīn nán jiàn qiǎo"
"因人成事","yīn rén chénɡ shì"
"因任","yīn rèn"
"因仍","yīn rénɡ"
"因声","yīn shēnɡ"
"因时制宜","yīn shí zhì yí"
"夭殂","yāo cú"
"夭促","yāo cù"
"夭摧","yāo cuī"
"夭顇","yāo zú"
"夭短","yāo duǎn"
"夭阏","yāo è"
"夭遏","yāo è"
"夭伐","yāo fá"
"夭横","yāo hénɡ"
"夭红","yāo hónɡ"
"夭嫭","yāo hù"
"夭昏","yāo hūn"
"夭昬","yāo "
"夭疾","yāo jí"
"夭娇","yāo jiāo"
"夭挢","yāo jiǎo"
"夭矫","yāo jiǎo"
"夭蟜","yāo lù"
"夭遽","yāo jù"
"夭絶","yāo "
"夭厉","yāo lì"
"夭丽","yāo lì"
"夭疠","yāo lì"
"夭没","yāo méi"
"夭美","yāo měi"
"夭命","yāo mìnɡ"
"夭魔","yāo mó"
"夭殁","yāo mò"
"夭娜","yāo nà"
"夭年","yāo nián"
"夭鸟","yāo niǎo"
"夭袅","yāo niǎo"
"夭孽","yāo niè"
"夭秾","yāo nónɡ"
"夭乔","yāo qiáo"
"夭屈","yāo qū"
"夭饶","yāo ráo"
"夭娆","yāo ráo"
"夭绕","yāo rào"
"夭容","yāo rónɡ"
"夭柔","yāo róu"
"夭丧","yāo sànɡ"
"夭杀","yāo shā"
"夭伤","yāo shānɡ"
"夭殇","yāo shānɡ"
"夭绍","yāo shào"
"夭逝","yāo shì"
"夭寿","yāo shòu"
"夭死","yāo sǐ"
"夭遂","yāo suí"
"夭胎","yāo tāi"
"夭桃","yāo táo"
"夭桃秾李","yāo táo nónɡ lǐ"
"夭亡","yāo wánɡ"
"夭枉","yāo wǎnɡ"
"夭邪","yāo xié"
"夭斜","yāo xié"
"夭谢","yāo xiè"
"夭秀","yāo xiù"
"夭殈","yāo xù"
"夭妍","yāo yán"
"夭艳","yāo yàn"
"夭殃","yāo yānɡ"
"夭夭","yāo yāo"
"夭摇","yāo yáo"
"夭冶","yāo yě"
"夭疫","yāo yì"
"夭郁","yāo yù"
"夭札","yāo zhá"
"夭折","yāo shé"
"夭椓","yāo zhuó"
"吆喊","yāo hǎn"
"吆号子","yāo hào zǐ"
"吆喝","yāo hē"
"吆呼","yāo hū"
"吆唤","yāo huàn"
"吆卖","yāo mài"
"吆天喝地","yāo tiān hē dì"
"吆五喝六","yāo wǔ hē liù"
"吆吆喝喝","yāo yāo hē hē"
"妖变","yāo biàn"
"妖魑","yāo chī"
"妖诞","yāo dàn"
"妖调","yāo diào"
"妖讹","yāo é"
"妖法","yāo fǎ"
"妖氛","yāo fēn"
"妖雰","yāo "
"妖服","yāo fú"
"妖蛊","yāo ɡǔ"
"妖怪","yāo ɡuài"
"妖幻","yāo huàn"
"妖彗","yāo huì"
"妖惑","yāo huò"
"妖姬","yāo jī"
"妖忌","yāo jì"
"妖娇","yāo jiāo"
"妖祲","yāo jìn"
"妖精","yāo jīnɡ"
"妖咎","yāo jiù"
"妖里妖气","yāo lǐ yāo qì"
"妖厉","yāo lì"
"妖丽","yāo lì"
"妖沴","yāo lì"
"妖媚","yāo mèi"
"妖魅","yāo mèi"
"妖梦","yāo mènɡ"
"妖靡","yāo mí"
"妖妙","yāo miào"
"妖魔","yāo mó"
"妖魔鬼怪","yāo mó ɡuǐ ɡuài"
"妖女","yāo nǚ"
"妖气","yāo qì"
"妖饶","yāo ráo"
"妖人","yāo rén"
"妖韶","yāo sháo"
"妖神","yāo shén"
"妖眚","yāo shěnɡ"
"妖术","yāo shù"
"妖童","yāo tónɡ"
"妖僮","yāo tónɡ"
"妖玩","yāo wán"
"妖妄","yāo wànɡ"
"妖伪","yāo wěi"
"妖物","yāo wù"
"妖闲","yāo xián"
"妖娴","yāo xián"
"妖祥","yāo xiánɡ"
"妖邪","yāo xié"
"妖星","yāo xīnɡ"
"妖形怪状","yāo xínɡ ɡuài zhuànɡ"
"妖幸","yāo xìnɡ"
"妖凶","yāo xiōnɡ"
"妖妍","yāo yán"
"妖言","yāo yán"
"妖言惑众","yāo yán huò zhònɡ"
"妖艳","yāo yàn"
"妖妖","yāo yāo"
"妖冶","yāo yě"
"妖野","yāo yě"
"妖异","yāo yì"
"妖淫","yāo yín"
"妖由人兴","yāo yóu rén xīnɡ"
"妖灾","yāo zāi"
"妖贼","yāo zéi"
"妖姿","yāo zī"
"枖枖","yāo yāo"
"祅变","yù biàn"
"祅辞","yù cí"
"祅党","yù dǎnɡ"
"祅道","yù dào"
"祅讹","yù é"
"祅氛","yù fēn"
"祅怪","yù ɡuài"
"祅火","yù huǒ"
"祅惑","yù huò"
"祅姬","yù jī"
